Date,Title,URL
1 октября 2021,Газпром слабее рынка. Что происходит,https://bcs-express.ru/tehanaliz/gazp/01.10.21
30 сентября 2021,Газпром. Просадка оказалась мимолетной,https://bcs-express.ru/tehanaliz/gazp/30.09.21
29 сентября 2021,Газпром. Тренд переломлен?,https://bcs-express.ru/tehanaliz/gazp/29.09.21
28 сентября 2021,Газпром. Не за горами максимум,https://bcs-express.ru/tehanaliz/gazp/28.09.21
27 сентября 2021,Достигнут ли акции Газпрома нового исторического максимума,https://bcs-express.ru/novosti-i-analitika/dostignut-li-aktsii-gazproma-novogo-istoricheskogo-maksimuma
27 сентября 2021,Газпром. Инвесторы спешат выкупать просадки,https://bcs-express.ru/tehanaliz/gazp/27.09.21
24 сентября 2021,Газпром. С первого раза не получилось,https://bcs-express.ru/tehanaliz/gazp/24.09.21
23 сентября 2021,Газпром. Техническая картина в пользу роста,https://bcs-express.ru/tehanaliz/gazp/23.09.21
22 сентября 2021,Газпром. Восстановление под буквой V,https://bcs-express.ru/tehanaliz/gazp/22.09.21
21 сентября 2021,Газпром. Время выкупать просадку?,https://bcs-express.ru/tehanaliz/gazp/21.09.21
20 сентября 2021,Газпром. Куда может привести коррекция,https://bcs-express.ru/tehanaliz/gazp/20.09.21
17 сентября 2021,Газпром. Цены на газ упали на 10%. А что Газпром?,https://bcs-express.ru/tehanaliz/gazp/17.09.21
16 сентября 2021,"Газпром. Газ замедляется, что ждать от акций",https://bcs-express.ru/tehanaliz/gazp/16.09.21
15 сентября 2021,Газпром. Может ли что-то сдержать этот рост?,https://bcs-express.ru/tehanaliz/gazp/15.09.21
14 сентября 2021,Газпром. К новым вершинам,https://bcs-express.ru/tehanaliz/gazp/14.09.21
13 сентября 2021,Газпром. Рост акций отстает от роста цен на газ,https://bcs-express.ru/tehanaliz/gazp/13.09.21
10 сентября 2021,Строительство Северного потока – 2 полностью завершено. Акции Газпрома растут,https://bcs-express.ru/novosti-i-analitika/stroitel-stvo-severnogo-potoka-2-polnost-iu-zaversheno-aktsii-gazproma-rastut
10 сентября 2021,Газпром. Что может указать на рост,https://bcs-express.ru/tehanaliz/gazp/10.09.21
9 сентября 2021,Газпром. Без шансов на низкие цены,https://bcs-express.ru/tehanaliz/gazp/09.09.21
8 сентября 2021,"Газпром. Тренд замедляется, риски коррекции растут",https://bcs-express.ru/tehanaliz/gazp/08.09.21
7 сентября 2021,Газпром. Акции растут вслед за ценами на газ,https://bcs-express.ru/tehanaliz/gazp/07.09.21
6 сентября 2021,Газпром. Где ближайшая цель роста,https://bcs-express.ru/tehanaliz/gazp/06.09.21
3 сентября 2021,Газпром. Передышка после ралли,https://bcs-express.ru/tehanaliz/gazp/03.09.21
2 сентября 2021,До каких уровней могут дойти акции Газпрома,https://bcs-express.ru/novosti-i-analitika/do-kakikh-urovnei-mogut-doiti-aktsii-gazproma
2 сентября 2021,Газпром. С каждым днем все выше,https://bcs-express.ru/tehanaliz/gazp/02.09.21
1 сентября 2021,Газпром. Широкий потенциал для роста,https://bcs-express.ru/tehanaliz/gazp/01.09.21
31 августа 2021,"Газпром. Рубеж 300 взят, что дальше",https://bcs-express.ru/tehanaliz/gazp/31.08.21
30 августа 2021,Газпром. Как никогда близки к пробою 300,https://bcs-express.ru/tehanaliz/gazp/30.08.21
27 августа 2021,Три интересные бумаги на следующую неделю,https://bcs-express.ru/novosti-i-analitika/2022089780-tri-interesnye-bumagi-na-sleduiushchuiu-nedeliu
27 августа 2021,Газпром. С надеждой на отскок,https://bcs-express.ru/tehanaliz/gazp/27.08.21
26 августа 2021,Газпром. В ожидании катализатора роста,https://bcs-express.ru/tehanaliz/gazp/26.08.21
25 августа 2021,Газпром. Отметка 300 достигнута впервые за 13 лет,https://bcs-express.ru/tehanaliz/gazp/25.08.21
24 августа 2021,Инвестиционная идея в акциях Газпрома завершилась,https://bcs-express.ru/novosti-i-analitika/2022052017-investitsionnaia-ideia-v-aktsiiakh-gazproma-zavershilas
24 августа 2021,Газпром. Готовы штурмовать максимум,https://bcs-express.ru/tehanaliz/gazp/24.08.21
23 августа 2021,Газпром. Новая неделя — новые максимумы?,https://bcs-express.ru/tehanaliz/gazp/23.08.21
20 августа 2021,Газпром. Просадка оказалась неглубокой,https://bcs-express.ru/tehanaliz/gazp/20.08.21
19 августа 2021,Газпром. Не хватило 5 копеек,https://bcs-express.ru/tehanaliz/gazp/19.08.21
18 августа 2021,Газпром. Чем опасны спекуляции на максимумах,https://bcs-express.ru/tehanaliz/gazp/18.08.21
17 августа 2021,"Газпром. Менее 1,5% до максимумов",https://bcs-express.ru/tehanaliz/gazp/17.08.21
16 августа 2021,"Газпром. Дивидендный гэп закрыт, что дальше",https://bcs-express.ru/tehanaliz/gazp/16.08.21
13 августа 2021,Газпром сообщил о рекордной за всю историю прибыли,https://bcs-express.ru/novosti-i-analitika/gazprom-soobshchil-o-rekordnoi-za-vsiu-istoriiu-pribyli
13 августа 2021,Газпром. Взяли курс на 295,https://bcs-express.ru/tehanaliz/gazp/13.08.21
12 августа 2021,Газпром. Все ближе к закрытию гэпа,https://bcs-express.ru/tehanaliz/gazp/12.08.21
11 августа 2021,Газпром. От закрытия гэпа отделяет зона 289–290,https://bcs-express.ru/tehanaliz/gazp/11.08.21
10 августа 2021,"Газпром. Просадка выкуплена, что дальше",https://bcs-express.ru/tehanaliz/gazp/10.08.21
9 августа 2021,Газпром. Неделя завершилась в минусе,https://bcs-express.ru/tehanaliz/gazp/09.08.21
6 августа 2021,Газпром. Пожар на Ямале,https://bcs-express.ru/tehanaliz/gazp/06.08.21
5 августа 2021,Газпром. Рынок до сих пор игнорирует цены на газ,https://bcs-express.ru/tehanaliz/gazp/05.08.21
4 августа 2021,Газпром. Ждем позитивных сигналов,https://bcs-express.ru/tehanaliz/gazp/04.08.21
3 августа 2021,Газпром. Попытка не засчитана,https://bcs-express.ru/tehanaliz/gazp/03.08.21
2 августа 2021,Газпром. Конъюнктура рынка толкает акции все выше,https://bcs-express.ru/tehanaliz/gazp/02.08.21
30 июля 2021,Газпром. Можем откатиться вниз,https://bcs-express.ru/tehanaliz/gazp/30.07.21
29 июля 2021,Газпром. Камбэк покупателей еще нужно отстоять,https://bcs-express.ru/tehanaliz/gazp/29.07.21
28 июля 2021,Газпром. И снова тест поддержки,https://bcs-express.ru/tehanaliz/gazp/28.07.21
27 июля 2021,Газпром. От поддержки к сопротивлению,https://bcs-express.ru/tehanaliz/gazp/27.07.21
26 июля 2021,Газпром. Продавцы идут на штурм поддержки,https://bcs-express.ru/tehanaliz/gazp/26.07.21
23 июля 2021,Газпром. Задержались около 283,https://bcs-express.ru/tehanaliz/gazp/23.07.21
22 июля 2021,Газпром. Новая волна роста,https://bcs-express.ru/tehanaliz/gazp/22.07.21
21 июля 2021,Газпром. Какие сигналы в пользу роста,https://bcs-express.ru/tehanaliz/gazp/21.07.21
20 июля 2021,Газпром. По-прежнему привлекателен для покупок,https://bcs-express.ru/tehanaliz/gazp/20.07.21
19 июля 2021,"Газпром. Устойчивей рынка, но надолго ли",https://bcs-express.ru/tehanaliz/gazp/19.07.21
16 июля 2021,Экспорт Газпрома близок к рекордам,https://bcs-express.ru/novosti-i-analitika/eksport-gazproma-blizok-k-rekordam
16 июля 2021,"Газпром. Чем ниже котировки, тем выше апсайд",https://bcs-express.ru/tehanaliz/gazp/16.07.21
15 июля 2021,Газпром. Снижаться нельзя расти,https://bcs-express.ru/tehanaliz/gazp/15.07.21
14 июля 2021,Газпром. Дивидендный гэп — где откроемся,https://bcs-express.ru/tehanaliz/gazp/14.07.21
13 июля 2021,Газпром. Последний день с дивидендами,https://bcs-express.ru/tehanaliz/gazp/13.07.21
12 июля 2021,Дефицит гелия — потенциал для Газпрома,https://bcs-express.ru/novosti-i-analitika/defitsit-geliia-potentsial-dlia-gazproma
12 июля 2021,Как быстро закроют дивидендный гэп акции Газпрома,https://bcs-express.ru/novosti-i-analitika/kak-bystro-zakroiut-dividendnyi-gep-aktsii-gazproma
12 июля 2021,Газпром. Рубеж 300 руб. за акцию совсем близко,https://bcs-express.ru/tehanaliz/gazp/12.07.21
9 июля 2021,Газпром. Стоит ли ждать глубокой просадки,https://bcs-express.ru/tehanaliz/gazp/09.07.21
8 июля 2021,Газпром. Почему возле 300 может начаться коррекция,https://bcs-express.ru/tehanaliz/gazp/08.07.21
7 июля 2021,Газпром. Коррекция цен на газ сдерживает рост,https://bcs-express.ru/tehanaliz/gazp/07.07.21
6 июля 2021,На российском рынке сменился лидер по капитализации,https://bcs-express.ru/novosti-i-analitika/na-rossiiskom-rynke-smenilsia-lider
6 июля 2021,Газпром. Идем на 300,https://bcs-express.ru/tehanaliz/gazp/06.07.21
5 июля 2021,Газпром. Ждем продолжения тренда,https://bcs-express.ru/tehanaliz/gazp/05.07.21
2 июля 2021,Газпром. Рекорд за рекордом,https://bcs-express.ru/tehanaliz/gazp/02.07.21
1 июля 2021,Газпром почти достиг рекордного уровня по объемам экспорта,https://bcs-express.ru/novosti-i-analitika/gazprom-pochti-dostig-rekordnogo-urovnia-po-obieemam-eksporta
1 июля 2021,"Газпром. Новые вершины, что дальше",https://bcs-express.ru/tehanaliz/gazp/01.07.21
30 июня 2021,Газпром. Сложно падать при таких ценах на газ,https://bcs-express.ru/tehanaliz/gazp/30.06.21
29 июня 2021,Газпром. Устоит ли поддержка 276 на фоне ухудшения сентимента,https://bcs-express.ru/tehanaliz/gazp/29.06.21
28 июня 2021,Газпром. На развилке,https://bcs-express.ru/tehanaliz/gazp/28.06.21
25 июня 2021,Газпром. Поддать газку около сопротивления,https://bcs-express.ru/tehanaliz/gazp/25.06.21
24 июня 2021,Газпром. До 280 осталось совсем немного,https://bcs-express.ru/tehanaliz/gazp/24.06.21
23 июня 2021,Газпром. Курс на максимумы,https://bcs-express.ru/tehanaliz/gazp/23.06.21
22 июня 2021,"Газпром. Стартовал отскок, ждем продолжения",https://bcs-express.ru/tehanaliz/gazp/22.06.21
21 июня 2021,Газпром. Можем развернуться к росту в районе 268,https://bcs-express.ru/tehanaliz/gazp/21.06.21
18 июня 2021,Газпром. Копим силы перед ростом,https://bcs-express.ru/tehanaliz/gazp/18.06.21
17 июня 2021,Газпром. Коррекция может быть скоротечной,https://bcs-express.ru/tehanaliz/gazp/17.06.21
16 июня 2021,Газпром. Дневная просадка перекрыла недельный рост,https://bcs-express.ru/tehanaliz/gazp/16.06.21
15 июня 2021,Газпром. Шаг вверх,https://bcs-express.ru/tehanaliz/gazp/15.06.21
14 июня 2021,"Газпром. Закрепились выше 276, что дальше",https://bcs-express.ru/tehanaliz/gazp/14.06.21
11 июня 2021,"Газпром. Цены на газ растут, а акции — нет",https://bcs-express.ru/tehanaliz/gazp/11.06.21
10 июня 2021,Газпром. Акции консолидируются выше 273,https://bcs-express.ru/tehanaliz/gazp/10.06.21
9 июня 2021,"Газпром. Акции в боковике, чего ждут инвесторы?",https://bcs-express.ru/tehanaliz/gazp/09.06.21
8 июня 2021,Газпром. Есть шансы на ускорение,https://bcs-express.ru/tehanaliz/gazp/08.06.21
7 июня 2021,"Газпром. Новый максимум, что дальше?",https://bcs-express.ru/tehanaliz/gazp/07.06.21
4 июня 2021,Газпром. Консолидация на максимумах,https://bcs-express.ru/tehanaliz/gazp/04.06.21
3 июня 2021,Газпром. Пора фиксировать прибыль?,https://bcs-express.ru/tehanaliz/gazp/03.06.21
2 июня 2021,Газпром. Обошлось без серьезной коррекции,https://bcs-express.ru/tehanaliz/gazp/02.06.21
1 июня 2021,"Газпром. Краткосрочный тренд сломан, но перспективы есть",https://bcs-express.ru/tehanaliz/gazp/01.06.21
31 мая 2021,"Газпром. Поддержки растут, тренд сохраняется",https://bcs-express.ru/tehanaliz/gazp/31.05.21
28 мая 2021,Газпром. Готовы штурмовать сопротивление,https://bcs-express.ru/tehanaliz/gazp/28.05.21
27 мая 2021,Газпром. Как действовать в растущем тренде,https://bcs-express.ru/tehanaliz/gazp/27.05.21
26 мая 2021,Газпром. Надежды не оправдались,https://bcs-express.ru/tehanaliz/gazp/26.05.21
25 мая 2021,Газпром. Котировки готовы идти выше,https://bcs-express.ru/tehanaliz/gazp/25.05.21
24 мая 2021,Газпром. Коррекция может быть близка к завершению,https://bcs-express.ru/tehanaliz/gazp/24.05.21
21 мая 2021,Газпром. Есть шансы на импульсный рост,https://bcs-express.ru/tehanaliz/gazp/21.05.21
20 мая 2021,Газпром. Пора выкупать просадку или еще рано,https://bcs-express.ru/tehanaliz/gazp/20.05.21
20 мая 2021,США не будут применять санкции против оператора Северного потока – 2 и его главы,https://bcs-express.ru/novosti-i-analitika/ssha-ne-budut-primeniat-sanktsii-protiv-operatora-severnogo-potoka-2-i-ego-glavy
19 мая 2021,"Газпром. Время для коррекции, но перспективы позитивны",https://bcs-express.ru/tehanaliz/gazp/19.05.21
18 мая 2021,Газпром. Перекупленность нарастает,https://bcs-express.ru/tehanaliz/gazp/18.05.21
17 мая 2021,Газпром. Новый годовой максимум,https://bcs-express.ru/tehanaliz/gazp/17.05.21
14 мая 2021,Инвестиционная идея в акциях Газпрома завершилась,https://bcs-express.ru/novosti-i-analitika/investitsionnaia-ideia-v-aktsiiakh-gazproma-zavershilas
14 мая 2021,Газпром. Возвращение к допандемийным ценам,https://bcs-express.ru/tehanaliz/gazp/14.05.21
13 мая 2021,Газпром. Сохраняется ли потенциал для роста,https://bcs-express.ru/tehanaliz/gazp/13.05.21
12 мая 2021,Газпром. Снижение рынка — не помеха,https://bcs-express.ru/tehanaliz/gazp/12.05.21
11 мая 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021626277-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
11 мая 2021,Газпром. Внешний фон сдерживает рост,https://bcs-express.ru/tehanaliz/gazp/11.05.21
10 мая 2021,"Газпром. Закрепились выше 240, что дальше",https://bcs-express.ru/tehanaliz/gazp/10.05.21
7 мая 2021,Газпром. Долгожданный пробой,https://bcs-express.ru/tehanaliz/gazp/07.05.21
6 мая 2021,Газпром. Идем к новым годовым максимумам,https://bcs-express.ru/tehanaliz/gazp/06.05.21
5 мая 2021,Газпром. Все ближе к верхней границе торгового коридора,https://bcs-express.ru/tehanaliz/gazp/05.05.21
4 мая 2021,Цены на газ на новых максимумах. Позитив для Газпрома,https://bcs-express.ru/novosti-i-analitika/tseny-na-gaz-na-novykh-maksimumakh-pozitiv-dlia-gazproma
4 мая 2021,Газпром. Потенциал для роста,https://bcs-express.ru/tehanaliz/gazp/04.05.21
30 апреля 2021,Газпром. Нарастают риски снижения,https://bcs-express.ru/tehanaliz/gazp/30.04.21
29 апреля 2021,Отчет Газпрома за IV квартал 2020. Сильное завершение непростого года,https://bcs-express.ru/novosti-i-analitika/otchet-gazproma-za-iv-kvartal-2020-sil-noe-zavershenie-neprostogo-goda
29 апреля 2021,Газпром. Куда откроется выход из боковика,https://bcs-express.ru/tehanaliz/gazp/29.04.21
28 апреля 2021,Газпром. Ждем импульса к росту,https://bcs-express.ru/tehanaliz/gazp/28.04.21
27 апреля 2021,"Газпром. Акции растут, но обороты остаются низкими",https://bcs-express.ru/tehanaliz/gazp/27.04.21
26 апреля 2021,Топ-5 российских акций: рекомендации недели — состав стабилен,https://bcs-express.ru/novosti-i-analitika/top-5-rossiiskikh-aktsii-rekomendatsii-nedeli-sostav-stabilen
26 апреля 2021,Газпром. Зарождается новая волна роста,https://bcs-express.ru/tehanaliz/gazp/26.04.21
23 апреля 2021,Газпром. Как камень с души,https://bcs-express.ru/tehanaliz/gazp/23.04.21
22 апреля 2021,Газпром. Поддержка 230 — прочная опора,https://bcs-express.ru/tehanaliz/gazp/22.04.21
21 апреля 2021,Газпром. Удастся ли удержать уровень 230,https://bcs-express.ru/tehanaliz/gazp/21.04.21
20 апреля 2021,Газпром. Остаемся выше 230 руб.,https://bcs-express.ru/tehanaliz/gazp/20.04.21
19 апреля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021609280-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
19 апреля 2021,СМИ: Новатэк хочет купить у Газпрома гигантское газовое месторождение,https://bcs-express.ru/novosti-i-analitika/smi-novatek-khochet-kupit-u-gazproma-gigantskoe-gazovoe-mestorozhdenie
19 апреля 2021,Газпром. Зона сопротивления 238–240 еще в силе,https://bcs-express.ru/tehanaliz/gazp/19.04.21
16 апреля 2021,"Газпром. Цены на газ все выше, пора догонять",https://bcs-express.ru/tehanaliz/gazp/16.04.21
15 апреля 2021,Газпром. Новая волна роста,https://bcs-express.ru/tehanaliz/gazp/15.04.21
14 апреля 2021,Правление Газпрома рекомендовало дивиденды за 2020. Акции прибавляют более 3%,https://bcs-express.ru/novosti-i-analitika/pravlenie-gazproma-rekomendovalo-dividendy-za-2020
14 апреля 2021,Геополитические риски снизились. Какие акции вырастут,https://bcs-express.ru/novosti-i-analitika/geopoliticheskie-riski-snizilis-kakie-aktsii-vyrastut
14 апреля 2021,Газпром может выплатить 12 руб. на акцию за 2020,https://bcs-express.ru/novosti-i-analitika/gazprom-mozhet-vyplatit-12-rub-na-aktsiiu-za-2020-god
14 апреля 2021,"Газпром. «Геополитический поводок» отпущен, время расти",https://bcs-express.ru/tehanaliz/gazp/14.04.21
13 апреля 2021,Газпром. 220 — высокое напряжение,https://bcs-express.ru/tehanaliz/gazp/13.04.21
12 апреля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021540703-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
12 апреля 2021,Газпром. Тревожная картина,https://bcs-express.ru/tehanaliz/gazp/12.04.21
9 апреля 2021,Газпром. На распутье,https://bcs-express.ru/tehanaliz/gazp/09.04.21
8 апреля 2021,Газпром. Поддержка устояла,https://bcs-express.ru/tehanaliz/gazp/08.04.21
7 апреля 2021,Газпром. Риски коррекции растут,https://bcs-express.ru/tehanaliz/gazp/07.04.21
6 апреля 2021,Газпром. Тестируем поддержку,https://bcs-express.ru/tehanaliz/gazp/06.04.21
5 апреля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021465593-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
5 апреля 2021,Газпром. Пора уже закрепляться выше 230,https://bcs-express.ru/tehanaliz/gazp/05.04.21
2 апреля 2021,"Газпром. Хорошая попытка, но нет",https://bcs-express.ru/tehanaliz/gazp/02.04.21
1 апреля 2021,Нумерология и астрология. Составляем альтернативные портфели,https://bcs-express.ru/novosti-i-analitika/numerologiia-i-astrologiia-sostavliaem-al-ternativnye-portfeli
1 апреля 2021,Газпром. Просадка была скоротечной,https://bcs-express.ru/tehanaliz/gazp/01.04.21
31 марта 2021,Газпром. Переходим в режим ожидания,https://bcs-express.ru/tehanaliz/gazp/31.03.21
30 марта 2021,Газпром. Стоит ли ждать пробоя 230,https://bcs-express.ru/tehanaliz/gazp/30.03.21
29 марта 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021607083-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
29 марта 2021,Газпром. Техническая картина благоприятна для роста,https://bcs-express.ru/tehanaliz/gazp/29.03.21
26 марта 2021,"Газпром. Пробой 225,5 откроет дорогу к следующей цели",https://bcs-express.ru/tehanaliz/gazp/26.03.21
26 марта 2021,Блокировка Суэцкого канала – позитив для Газпрома,https://bcs-express.ru/novosti-i-analitika/blokirovka-suetskogo-kanala-pozitiv-dlia-gazproma
25 марта 2021,Газпром. Появились признаки восстановления,https://bcs-express.ru/tehanaliz/gazp/25.03.21
24 марта 2021,Газпром. Акции устойчивы,https://bcs-express.ru/tehanaliz/gazp/24.03.21
23 марта 2021,Газпром. Тестируем поддержку,https://bcs-express.ru/tehanaliz/gazp/23.03.21
22 марта 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021535610-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
22 марта 2021,Газпром. Распродажи близки к завершению,https://bcs-express.ru/tehanaliz/gazp/22.03.21
19 марта 2021,Газпром. Оптимизм уже не актуален,https://bcs-express.ru/tehanaliz/gazp/19.03.21
18 марта 2021,Лукойл. Инвесторы не спешат с продажами,https://bcs-express.ru/tehanaliz/lkoh/18.03.21
18 марта 2021,Газпром. Надежды на рост могут не оправдаться,https://bcs-express.ru/tehanaliz/gazp/18.03.21
17 марта 2021,Газпром. Ложка дегтя,https://bcs-express.ru/tehanaliz/gazp/17.03.21
16 марта 2021,Газпром. Сильная техническая картина,https://bcs-express.ru/tehanaliz/gazp/16.03.21
15 марта 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021468860-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
15 марта 2021,Газпром. Готовы идти выше,https://bcs-express.ru/tehanaliz/gazp/15.03.21
12 марта 2021,Газпром. В тисках,https://bcs-express.ru/tehanaliz/gazp/12.03.21
11 марта 2021,Газпром. Выход из боковика не удался,https://bcs-express.ru/tehanaliz/gazp/11.03.21
10 марта 2021,Газпром. 233 руб. пока держится,https://bcs-express.ru/tehanaliz/gazp/10.03.21
9 марта 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021407933-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
9 марта 2021,"Газпром. Впереди 229,5 и 233 руб.",https://bcs-express.ru/tehanaliz/gazp/09.03.21
5 марта 2021,Газпром. На уровне рынка,https://bcs-express.ru/tehanaliz/gazp/05.03.21
4 марта 2021,Газпром. Ни туда ни сюда,https://bcs-express.ru/tehanaliz/gazp/04.03.21
3 марта 2021,Газпром. Техническая картина улучшается,https://bcs-express.ru/tehanaliz/gazp/03.03.21
2 марта 2021,Газпром. Недолго длился оптимизм,https://bcs-express.ru/tehanaliz/gazp/02.03.21
1 марта 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021327620-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
1 марта 2021,Газпром. Сигналы в пользу роста,https://bcs-express.ru/tehanaliz/gazp/01.03.21
26 февраля 2021,Газпром. Отскочить не удалось,https://bcs-express.ru/tehanaliz/gazp/26.02.21
25 февраля 2021,Газпром. Устоит ли поддержка,https://bcs-express.ru/tehanaliz/gazp/25.02.21
24 февраля 2021,Газпром. Ждем восстановления торговой активности,https://bcs-express.ru/tehanaliz/gazp/24.02.21
22 февраля 2021,Газпром. Есть риски продолжения коррекции,https://bcs-express.ru/tehanaliz/gazp/22.02.21
20 февраля 2021,Газпром. Давление со стороны продавцов снизилось,https://bcs-express.ru/tehanaliz/gazp/20.02.21
19 февраля 2021,Газпром. Негативный фон располагает к снижению,https://bcs-express.ru/tehanaliz/gazp/19.02.21
18 февраля 2021,Газпром. Закрепиться на максимумах не удалось,https://bcs-express.ru/tehanaliz/gazp/18.02.21
17 февраля 2021,Газпром. Новые максимумы,https://bcs-express.ru/tehanaliz/gazp/17.02.21
16 февраля 2021,Газпром. Третья попытка пробоя 230 руб.,https://bcs-express.ru/tehanaliz/gazp/16.02.21
15 февраля 2021,Германия и США готовятся к переговорам по Северному потоку – 2,https://bcs-express.ru/novosti-i-analitika/germaniia-i-ssha-gotoviatsia-k-peregovoram-po-severnomu-potoku-2
15 февраля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021369363-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
15 февраля 2021,Какие акции в зоне повышенного риска,https://bcs-express.ru/novosti-i-analitika/kakie-aktsii-v-zone-povyshennogo-riska
15 февраля 2021,Газпром. Ложный пробой,https://bcs-express.ru/tehanaliz/gazp/15.02.21
12 февраля 2021,Газпром. Уход ниже 220 будет негативным сигналом,https://bcs-express.ru/tehanaliz/gazp/12.02.21
11 февраля 2021,Газпром. Рост отложим на потом,https://bcs-express.ru/tehanaliz/gazp/11.02.21
10 февраля 2021,Газпром. Попытка обновления вершин не засчитана,https://bcs-express.ru/tehanaliz/gazp/10.02.21
9 февраля 2021,Газпром. Цены на газ поддерживают рост акций,https://bcs-express.ru/tehanaliz/gazp/09.02.21
8 февраля 2021,Доходы Газпрома от экспорта газа за 2020 упали на 40%,https://bcs-express.ru/novosti-i-analitika/dokhody-gazproma-ot-eksporta-gaza-za-2020-upali-na-40
8 февраля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021293210-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
8 февраля 2021,"Газпром. Уровень взят, но без энтузиазма",https://bcs-express.ru/tehanaliz/gazp/08.02.21
5 февраля 2021,Газпром. Тестируем зеркальный уровень 222 руб.,https://bcs-express.ru/tehanaliz/gazp/05.02.21
4 февраля 2021,Газпром. Лучше рынка,https://bcs-express.ru/tehanaliz/gazp/04.02.21
3 февраля 2021,Газпром. Подрасти не получилось,https://bcs-express.ru/tehanaliz/gazp/03.02.21
2 февраля 2021,Акции Газпрома устремились вверх на новостях о Северном потоке – 2,https://bcs-express.ru/novosti-i-analitika/aktsii-gazproma-ustremilis-vverkh-na-novostiakh-o-severnom-potoke-2
2 февраля 2021,Газпром. О технической картине,https://bcs-express.ru/tehanaliz/gazp/02.02.21
1 февраля 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021224963-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
1 февраля 2021,"Газпром. Ближайшая поддержка 210,5 руб.",https://bcs-express.ru/tehanaliz/gazp/01.02.21
29 января 2021,Газовые связи,https://bcs-express.ru/novosti-i-analitika/gazovye-sviazi
29 января 2021,Газпром. Потенциал для снижения пока сохраняется,https://bcs-express.ru/tehanaliz/gazp/29.01.21
28 января 2021,А у вас почем газ?,https://bcs-express.ru/novosti-i-analitika/a-u-vas-pochem-gaz
28 января 2021,"Газпром. Лучше рынка — возможно, ненадолго",https://bcs-express.ru/tehanaliz/gazp/28.01.21
26 января 2021,Газпром. Временный отскок,https://bcs-express.ru/tehanaliz/gazp/26.01.21
25 января 2021,Топ-5 российских акций: газ и ритейл,https://bcs-express.ru/novosti-i-analitika/top-5-rossiiskikh-aktsii-gaz-i-riteil
25 января 2021,Строительство Северного потока – 2 возобновлено,https://bcs-express.ru/novosti-i-analitika/stroitel-stvo-severnogo-potoka-2-vozobnovleno
25 января 2021,Газпром. Назрел отскок,https://bcs-express.ru/tehanaliz/gazp/25.01.21
22 января 2021,Газпром. Зона поддержки прямо по курсу,https://bcs-express.ru/tehanaliz/gazp/22.01.21
21 января 2021,Газпром. Техническая картина остается тревожной,https://bcs-express.ru/tehanaliz/gazp/21.01.21
20 января 2021,Газпром. Грядет перелом тренда,https://bcs-express.ru/tehanaliz/gazp/20.01.21
20 января 2021,США ввели новые санкции против Северного потока – 2,https://bcs-express.ru/novosti-i-analitika/stroitel-stvo-severnogo-potoka-2-mozhet-byt-priostanovleno
19 января 2021,Газпром. Восходящий тренд все еще в силе,https://bcs-express.ru/tehanaliz/gazp/19.01.21
18 января 2021,Топ-5 российских акций: рекомендации недели,https://bcs-express.ru/novosti-i-analitika/2021298493-top-5-rossiiskikh-aktsii-rekomendatsii-nedeli
12 января 2021,Топ-5 российских акций недели: влияет похолодание,https://bcs-express.ru/novosti-i-analitika/top-5-rossiiskikh-aktsii-nedeli-vliiaet-pokholodanie
8 января 2021,Газпром. Тестируем границу восходящего канала,https://bcs-express.ru/tehanaliz/gazp/08.01.21
5 января 2021,Газпром. Доджи на дневном графике,https://bcs-express.ru/tehanaliz/gazp/05.01.21
4 января 2021,Газпром. Движемся к уровням февраля 2020 г.,https://bcs-express.ru/tehanaliz/gazp/04.01.21
